Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year,Reason
"Fief de yrano Bergerac, France",France,Red,Fruity ,,MEDIUM,"The Bergerac appellation is situated in the south of the Dordogne region. Ideally located on the hillsides of the Dordogne valley, sheltered from the maritime influence, the Bergerac Rouge appellation enjoys a particularly favourable climate.This yields enjoyable wines, both elegant and authentic, and the diversity in the vineyards brings variety and richness",9.99,,14.0,75.0,744.0,,no grapes could be parsed
Lay & Wheeler Cote d'Or Les Charmes 2016,France,White,Rich ,,DRY,"Selected by our sister company and fine wine specialist, Lay & Wheeler, from a renowned producer in Puligny Montrachet this posses great intensity and length with fine citrus and apple flavours with notes of vanilla and toasty oak.",47.99,,13.0,75.0,746.0,,no grapes could be parsed
Les Jardins d'Elais Côtes du Rhône Villages,France,Red,Big ,,MEDIUM,"Located near Avignon, at the heart of the Rhone Valley, the fortified stronghold of Bonpas, from the French ""Bon passage"", has watched over the safe crossing of the Durance River along the historic route that once linked Rome with Avignon. The estate marks the gateway to the southern Côtes-du-Rhône appellations and opens its gates to the discovery of the region terroirs. Its sophisticated, elegant wines embody the terroirs and varietals of this famous region through their power and fruitiness.",11.99,,13.5,75.0,747.0,,no grapes could be parsed
"Fief de yrano Bergerac, France",France,Red,Fruity ,,MEDIUM,"The Bergerac appellation is situated in the south of the Dordogne region. Ideally located on the hillsides of the Dordogne valley, sheltered from the maritime influence, the Bergerac Rouge appellation enjoys a particularly favourable climate.This yields enjoyable wines, both elegant and authentic, and the diversity in the vineyards brings variety and richness",9.99,,14.0,75.0,748.0,,no grapes could be parsed
Ch Bel Orme Tronq de Lalande,France,Red,Big ,,LIGHT,"Chateau Bel Orme Tronquoy De Lalande 2009 is dark, dark color. Savor the wine and feel the pungent flavor blended with delicate, structured tannins. The fruit flavor is expressed quite strongly in each aftertaste with the gentle alternation of tobacco and vanilla. This is a wine with a harmonious flavor with a lasting spicy aftertaste",19.99,,13.0,75.0,751.0,,no grapes could be parsed
Ch Marzy Pomerol,,Red,Big ,,LIGHT,,36.99,,13.0,75.0,752.0,,no grapes could be parsed
"Ch Noble Meynard 2010, Bordeaux Superieur",,Red,Fruity ,,LIGHT,,11.99,,12.5,75.0,753.0,,no grapes could be parsed
Ch Plincette,,Red,Fruity ,,LIGHT,Ch. Plincette is one of the few affordable wines of Pomerol and has a good quality / price ratio. The wine itself usually has the distinctive character of dark fruits and disposes of this areaPomerol unexpected force.,29.99,,13.5,75.0,754.0,,no grapes could be parsed
Chateau Fleur de Lisse GC 2015,,Red,Big ,,FULL,"The vineyard is planted with a high proportion of Cabernet Franc giving the wine a lot of singularity and unique tipicity. Average age of the vines is between 40 to 50 years Rich plum and dark cherry fruit flavours mingle with notes of cedar, leather and spice in this indulgent St Emillion Grand Cru. Enjoy along side beef wellington or a mature cheese board.",27.99,,14.0,75.0,755.0,,no grapes could be parsed
Chateau de Crezancy Sancerre Rouge,,Red,Fruity ,,LIGHT,"Deep red in color with a nose of black cherries, blackberries and currant kissed with a touch of praline.. The palate is sweet and slightly spicy with fine tannins and a silky finish. This wine is the perfect accompaniment with white meats and poultry, duck, and dried goat cheese. It has medium body with a firm and persistent palate of flavors unadulterated by oak.",18.99,,13.5,75.0,756.0,,no grapes could be parsed
"Château L'Estran 2014, Médoc",,Red,Big ,,MEDIUM,,14.99,,13.0,75.0,757.0,,no grapes could be parsed
"Château Malagar 2009, Côtes de Bordeaux",France,Red,Big ,,LIGHT,"Mature right-bank Bordeaux from famous vintage is some of the world's most desired reds. Whilst the 2010 and 2015 vintages made the headlines, but 2009 was just as superb.From the insider-secret Côtes de Bordeaux region this captures the vintages charm at a steal. Revel in its refined flavours of blackberry, baked apple and vanilla that drift through superbly integrated tannins",12.99,,13.0,75.0,758.0,,no grapes could be parsed
Château Tour Haut Caussan 2014,,Red,Big ,,LIGHT,Rated by Robert Parker as producing wines of 5th growth quality in the best year this is powerful with ripe blackcurrant fruit flavours followed by notes of vanilla and cedar.,15.99,,13.5,75.0,759.0,,no grapes could be parsed
"Château du Roc 2015, Castillon Côtes de Bordeaux",France,Red,Big ,,MEDIUM,"Fantastic Bordeaux vintages come in fives. 2015 was no different. Decanter gave the right bank, where you'll find Château du Roc, 5/5. The splendid sun and preserving cooler night temperatures bring gallons of delicious fruit flavour to your glass. You'll taste bucketloads now. But it'll taste incredible in two years' time. It's already a juicy wonder of a red. Blackberries, black cherries and blueberries drift through melted tannins and essences of perfumed oak. But it'll soften magnificently if you can resist temptation.",15.99,,14.5,75.0,760.0,,no grapes could be parsed
Cimagoccia Governo All'uso Toscano,,Red,Fruity ,,MEDIUM,"Intense ruby-red in color. An elegant bouquet with intense dried fruit aromas and floral hints. The ""Governo"" grants the wine a round palate, a full taste. Well-structured, soft and harmonious, a great return to a wonderful tradition.",12.99,,14.0,75.0,761.0,,no grapes could be parsed
Clos Grangeneuve Pomerol,,Red,Big ,,MEDIUM,"Medium-bodied dark red fruit and a hint of pencil shavings. Dark plum and cranberry notes, sour cherry, fig, dried herbs, and soft tannins makes this a wonderful choice for red meats,heavier chicken dishes, or smoked cheeses!",34.99,,14.0,75.0,762.0,,no grapes could be parsed
Domaine Millet Sancerre Rosé,,Rose,,,DRY,"Fresh, clear, pale pink, very delicate, as good Provence rosé. Wild strawberries. Their rosé is made via a blend of the 'saignée' method and direct press in order to give it a light salmon colour. From 100% Pinot Noir grown on limestone and clay soil, lending ripe, exhilaratingly fresh berry flavours. The delicate colour belies the depth of fruit, which gives the fashionable rosés of Provence a run for their money.",18.99,,13.0,75.0,764.0,,no grapes could be parsed
"Famille Bougrier Savignon Banc 2018, Touraine",France,White,Fruity ,,FRANCE,,11.99,,12.5,,766.0,,no grapes could be parsed
Kangarilla Geology Series Alluvial Fans,,Red,Big ,,MEDIUM,"Big, bold and boasting a huge palate of ripe, dark fruit. This is an exceptional bit of kit and easily one of my 'Desert Island' wines. Perfect for any roasted, grilled or barbecued meat.",19.99,,14.5,75.0,768.0,,no grapes could be parsed
Kanonkop Paul Sauer Magnum,,Big Red,,,,96,85.0,,14.5,,769.0,,no grapes could be parsed
La Parde de Haut-Bailly 2011,,Red,Big ,,MEDIUM,"Robert Parker described the 2011 as, a ""brilliant second wine,"" even, ""a quality that transcends some of the Haut-Baillys made in the sixties and seventies""! For a second to exceed an estate's primary wine is rare, even when compared to older vintages, so this is a really special parcel. The La Parde 2011 has a heart of pure, ripe plum and red hedgerow fruit that runs alongside vanilla, coffee grinds and anise. With smooth yet present tannins, it will be in its prime for another ten years.",41.0,,13.0,75.0,772.0,,no grapes could be parsed
Penfolds Grange 2014,,Red,Big ,,MEDIUM,,610.0,,14.5,75.0,777.0,,no grapes could be parsed
VIK A MANAGERS CHOICE CABERNET,Chile,Red,Big ,,CHILE,,19.99,,14.0,,780.0,,no grapes could be parsed
"Vavasour Papa Sauvignon Blanc 2018, Malborourgh",New Zealand,White,Fruity ,Sauvignon Blanc,NEW ZEALAND,"Awatere Valleys minerality-gifting stony soils nourish grapes that develop otherworldly elegance, perfume and texture over a seemingly endless ripening period. But this cool-climate havens brilliance was unknown until it was discovered by Vavasour. It's plucked every grape behind this from one carefully selected spot. Its a truly unique, expertly crafted expression of the land.",18.99,,13.0,,47.0,2018,fullness not recognised
Vina Tondonia Rioja Reserva 2006,,Smooth Red,,Rioja,"The 2006 Tondonia is a stunning wine from Lopez de Heredia. There's dried fruits and herbs, with notes of graphite and wonderful spice. This is long and finely balanced, with remarkable purity and freshness on the finish for a 12 year old wine.",34.99,29.99,,13.0,,335.0,2006,type not recognised
The Ned Noble Sauvignon Blanc 2015 Half Bottle,New Zealand,Dessert & Fortified,,Sauvignon Blanc,SWEET,"Botrytised grapes have been specially selected from amongst the vines of the Waihopai River vineyard to make this wine. The fermentation process takes a lengthy 6 months and extracts huge flavours from the shrivelled berries. Intensely sweet, yet balanced with a mixture of crisp citrus and fresh melon flavours, and as such, never cloys. Lingers long on the palate. An amazing match for gorgonzola or rich pâtés.",14.99,"IWC 2018 - Bronze Award, IWC 2017 - Silver Award",11.5,37.5,438.0,2015,type not recognised
Royal Tokaji 5 Puttonyos 2013 Hungary,Hungary,Dessert & Fortified,,"Harslevelu, Furmint",SWEET,"Acknowledged as one of the region's top winemakers, Karoly Ats combines traditional techniques with modern technology to create the award-winning Royal Tokaji range. Tokaji is produced by blending hand-picked shrivelled or 'aszu' berries with top quality base wines. A medium amber colour with a nose of orange peel, figs and cinnamon. The sugar on the palate is well-balanced by the fine acidity, leading to a clean, refreshing finish. Will continue to improve over several years but drink now, slightly chilled, with blue cheeses or fruit desserts.",29.99,Decanter 2017 - Gold Award,11.0,50.0,514.0,2013,type not recognised
Tio Pepe Fino Gonzalez Byass,Spain,Dessert & Fortified,,Palomino,DRY,"The Gonzalez Byass Board of Directors is currently made up of 4th and 5th generations of the Gonzalez family, after the Byass family withdrew in 1998. The family have shown a common interest not only for wine-making, but also nature protection and the environment. Being made from the highest quality must, the 'Yema', it has a distinctive, clean aroma and is bone dry with a savoury character. It represents the ultimate aperitif and is the perfect match for a wide variety of dishes including seafood and tapas. Serve ice cold.",13.99,,15.0,75.0,585.0,Unknown,type not recognised
Amontillado Seco Napoleon Hidalgo,Spain,Dessert & Fortified,,Palomino,DRY,"Traditionally always dry, Amontillado is a sherry allowed to age for a bit longer after the flor has died. Hidalgo, a small, quality conscious family firm in Sanlúcar de Barrameda, produces this in the classic dry style. Bone dry with enticing nutty flavours, a slightly oxididised character and a mouthwatering, pungent, yeasty tang. Incredibly versatile, this is delicious served slightly cool.",16.99,"IWC 2018 - Silver Award, IWC 2017 - Commended Award, Decanter 2017 - Silver Award",17.5,75.0,618.0,Unknown,type not recognised
A Sticky End Noble Sauvignon Blanc Half Bottle,New Zealand,Dessert & Fortified,,Sauvignon Blanc,MEDIUM,"This dessert wine from Marisco Vineyards' King's Series is made from Sauvignon Blanc grapes that have been allowed extra hang-time on the vine, giving them extra ripeness and promoting the onset of botrytis, creating intense sweetness and complex flavours. Enticing and expressive on the nose, which offers ripe peach and lychee and fig, alongside subtle nutty notes. Intensely concentrated flavours of honey and ripe nectarine with a citrus lift. Drink now or cellar for 2-3 years for more flavour development. Partner with summer fruit puddings.",17.99,"IWC 2018 - Silver Award, Decanter 2018 - Bronze Award, IWC 2017 - Silver Award, Decanter 2017 - Silver Award",11.5,37.5,669.0,Unknown,type not recognised
"Bodegas Olarra Cerro Anon Reserva Rioja, 2014",Spain,Red,Big ,Rioja,SPAIN,"Created in 1973, Bodegas Olarra is based on the outskirts of the city of Logroño in Rioja Alta. There distinctive Y-shaped winery designed to make the greatest use of the space to produce their wine  is known as the Cathedral of La Rioja. Sweet ripe fruit aromas and delicate notes of smokiness with tastes of cherry, plum and blackberries combine with a gentle, clean aroma of oak.",14.99,,12.5,,750.0,2014,fullness not recognised
"Parcel Series Margaret River Shiraz 2018, Australia",,Big Red,,Shiraz,,11.99,9.99,,14.5,,776.0,2018,type not recognised
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
